SAMPLE_ANALYSIS_NO,SiO2,TiO2,Al2O3,FeOT,MgO,CaO,Na2O,K2O,P2O5,Class,Probability,Lithology,ROCK_GROUP,LITHOLOGY_NAME,GSSA_code
142212,77.77526551970571,0.3679250405662821,10.424542816044656,4.71763463334871,1.5943418424538889,1.1344355417460363,1.4410397422179375,2.4834940238224044,0.061320840094380324,sedimentary,0.7539035313733297,Litharnite,Metasediment,Paragneiss,SDST
142216,69.66844951480155,0.6732236702748025,12.75044830065914,5.901691541135548,0.5814204425100566,2.5398893014913004,2.95810400575292,4.7431667678452,0.1836064555294916,igneous,0.9953025602800504,"Rhyolite, Granite",Metasediment,Metasediment,GRNT
142238,54.71595167666155,1.81690373888151,13.992247184489784,13.154089676565988,4.667563053333534,8.040321143326224,2.6418198042357592,0.7622642122893692,0.2088395102162656,igneous,0.9951349954084832,"Basaltic Andesite, Gabbroic Diorite",Metamorphic General,Amphibolite,BAAN
142240,65.01369442902721,0.620398819078256,16.714877274339788,5.222544044119281,1.3741064753138237,4.153083003747003,3.117375884294048,3.6403567069881135,0.14356336309248902,igneous,0.9910414979428164,"Dacite, Granodiorite",Metamorphic General,Gneiss,GRDI
142241,50.11652539373625,1.0197534308132423,14.963216170726977,11.52742219602695,7.645588536549535,11.068680455058312,2.510950658786376,1.0453753763110627,0.10248778199128067,igneous,0.9960631001360296,"Basalt, Gabbro",Metamorphic General,Amphibolite,GBRO
142242,51.34996560797085,1.23447392067647,14.626959900452302,12.974775457521748,6.981520576598861,8.859165783678199,2.323715615391002,1.5353121030261982,0.11411103468437962,igneous,0.995886987068316,"Basalt, Gabbro",Metamorphic General,Amphibolite,GBRO
142243,74.38256202500033,0.6485672983106295,12.160636843324303,4.559268507976423,1.378205508910088,2.6145369213147256,2.2699855440872034,1.8747648466791635,0.11147250439713942,sedimentary,0.7199032832283772,Wacke,Metasediment,Calcsilicate Rock,GYWK
142245,50.452288564233314,1.8751261252825928,13.571354829393355,15.381048666805393,5.801495194244486,9.023396989619552,2.4034765804727165,1.2846167930112793,0.20719625693730329,igneous,0.9953107589521656,"Basalt, Gabbro",Metamorphic General,Amphibolite,GBRO
142247,71.42694363934257,0.4842504653514751,13.821315365240016,3.5130947787186053,0.6456672871353001,1.6444338719227167,2.612934802625668,5.740385724687277,0.11097406497637972,igneous,0.9945588153350556,"Rhyolite, Granite",Metamorphic General,Gneiss,GRNT
142262,69.42066209969887,0.3739656304308512,15.801364666092308,2.426573186880017,1.2851776595088409,0.09480818799655387,1.0323558248513642,9.501887285876842,0.06320545866436922,igneous,0.5765812374143007,"Trachydacite, Quartz-syenite",Metasediment Siliciclastic,Metamudstone,QZSY
